,filename,duration,meanF0,stdevF0,hnr,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer
10,AbigailMarsh_2016T,695.7900000000003,234.50621669458786,53.51096051217882,10.215681119808693,0.02456526678927084,0.0001056685105405131,0.011590449258073617,0.013121724450885604,0.034771347774220945,0.11577099652387002,1.1585830196761642,0.052878703545890665,0.0720802542261875,0.11272055327426565,0.1586361106376721
11,AbigailWashburn_2012U,273.8799999999999,195.06323052855134,39.93578158406355,13.855645789717459,0.017514589117970457,9.119452270631113e-05,0.007460709953320446,0.007970254499270416,0.022382129859961426,0.07237371897696748,0.723503244563468,0.029501312285612428,0.03951787934051775,0.0626296052750985,0.08850393685683744
12,AbrahamVerghese_2011G,1029.4699999999998,140.4418043215719,26.251438886934938,9.06211536907383,0.022341016120073807,0.00016045816582448317,0.008709993334414664,0.010858012442127559,0.026129980003244107,0.11498522747670621,1.1004481597826616,0.04782814133816013,0.0679132869081042,0.11665737058155481,0.14348442401448047
13,AchenyoIdachaba_2015W,361.4300000000001,192.9542616832109,52.50359883080918,10.449191346896042,0.024458804367479475,0.0001276834914699554,0.010858599894105751,0.012245266172951574,0.03257579968231736,0.1100467171189983,1.1037049298684847,0.048491875788250684,0.06655502491028414,0.10631561122702468,0.14547562736475214
14,AdamDavidson_2012S,1073.33,156.45718906155918,40.73871660076785,9.119808256972572,0.023977886316158242,0.0001551562069925826,0.00952438696267404,0.011139407500768857,0.028573160888022215,0.12582097561729536,1.172910331817371,0.0571634465327417,0.07633376070229296,0.12075046350313273,0.17149033959822524
15,AdamDriver_2015P,869.0499999999997,159.97514317588258,31.38307787755452,10.27942052398929,0.02605188913501667,0.00016813760284995857,0.010728375425569786,0.013020184860224175,0.03218512627670947,0.11793714724875529,1.149977193843604,0.04845936571857192,0.06984843844500965,0.12171569218301859,0.1453780971557158
16,AdamFoss_2016,827.6800000000003,136.1539982131078,33.58931166101793,8.028544955579571,0.02374124982618795,0.00017718412833469413,0.009511261856811611,0.012108432011612389,0.028533785570434952,0.1148311939409544,1.1141075265230147,0.048602160073446324,0.06854696251452384,0.11438211068926597,0.14580648022033896
17,AdamGalinsky_2016X,823.9700000000003,218.30381882231532,50.57258736397593,12.310335839469783,0.021978294374955173,0.00010258153907397513,0.008750444653282518,0.009780237020291096,0.02625133395984762,0.09975410708351773,0.9769629407747072,0.04106105616125393,0.055822406558028496,0.09285217720550332,0.1231831684837618
18,AdamGarone_2011X,833.0200000000001,136.10402457094938,26.616352833539274,9.220504982523927,0.022625580196069753,0.00016799963546132422,0.00809096943506798,0.010502947246777397,0.02427290830520405,0.13015661711638557,1.2001007588637234,0.055668309266374144,0.07879219061399603,0.1358583527001467,0.16700492779912252
19,AdamGrant_2016,829.9899999999999,226.22573048942803,54.65802343783029,9.313718905996536,0.024548219744850712,0.0001099164254114464,0.010699852584020546,0.012327629175983254,0.03209955775206171,0.12378800744257512,1.199739854862063,0.05278766649133633,0.07450172066132327,0.12369378794848676,0.15836299947400898
20,AdamGrant_2016S,705.4399999999998,183.16868258187466,54.42721207233389,11.198304055642831,0.02573142587011092,0.0001427309165061248,0.009830821025335529,0.01174498206206365,0.029492463076006673,0.1116095845832167,1.0546324911896183,0.04565492190018007,0.06408749932093144,0.10971036578931678,0.13696476570054023
21,AdamGrosser_2007,144.28000000000003,123.60455641321406,30.35604869899571,8.784578366978407,0.02767370043044617,0.00022670065461465383,0.011762011403747623,0.01406723415449262,0.03528603421124297,0.1206218267316615,1.1325946908834452,0.05138480848188604,0.07343317834277474,0.11729944016598368,0.15415442544565822
22,AdamOckelford_2013X,528.5800000000005,124.71809953046403,35.99599974044344,7.248351743846272,0.02740244434257683,0.00022818420955029949,0.012552126671115878,0.01432760950146839,0.03765638001334775,0.14784140055554165,1.35037292208187,0.06794307865473152,0.09342562025470444,0.15051341665741472,0.2038292359641947
23,AdamOstrow_2011G,276.9000000000001,145.52635319319532,29.626592021998306,10.673966154095494,0.022525251846259933,0.00015536596830974914,0.008824897186464944,0.010518447076188497,0.02647469155939492,0.11240131816781661,1.0516979519104956,0.045169911942398736,0.0644344965465515,0.11142782359909013,0.13550973582719636
24,AdamSadowsky_2010X,344.78000000000026,140.34163439196766,38.422472948808085,7.2786484572931345,0.02595778966973087,0.00018755358692904692,0.011046458024347575,0.014112694407549031,0.03313937407304283,0.12155021423501011,1.1497418233078753,0.05619717510703384,0.07494505051451988,0.11432874782396142,0.16859152532110155
25,AdamSavage_2008P,799.5000000000007,170.82710422779067,38.72432724278894,10.645467148969256,0.027823717472528167,0.00016536452000147104,0.011676358211827472,0.01445555623772606,0.03502907463548251,0.1152254162402324,1.1163204332713041,0.04967681962486909,0.07075780718869579,0.1158708522186687,0.1490304588746073
26,AdamSavage_2016,706.9999999999999,158.19432913653782,39.67641476314888,10.606648838554758,0.028880975785923236,0.00018648696178020938,0.011495450747249291,0.014247233634662316,0.034486352241747946,0.11435155030578259,1.098228575548151,0.04877517487555142,0.06777771444599731,0.1079605359547693,0.14632552462665432
27,AdamSpencer_2013,847.7799999999999,170.52050271694503,38.46623551468467,11.169676711730267,0.021224078076158674,0.0001278859687314122,0.007789087223481031,0.00940461132187076,0.023367261670443194,0.10096322325274627,0.9956227128409786,0.03753413654995473,0.05448734998740142,0.10001499700701622,0.1126024096498643
28,AdamdelaZerda_2016X,727.0100000000001,111.98321845256,23.59039618033149,8.801776939494395,0.03164741925306236,0.00028556224552692757,0.012128548190747993,0.01429369767945125,0.036385644572244066,0.13295615993657128,1.2362292934834138,0.051634258994004,0.07740016472314112,0.13831069285582462,0.15490277698201202
29,AditiGupta_2015X,573.1299999999999,216.55255561942016,39.39311526120436,12.889050001093349,0.020956506613536405,9.843945094491541e-05,0.009547876323166714,0.011389437399572775,0.02864362896950025,0.10762270062426889,1.0892657833030368,0.044427471408951584,0.06243336631093092,0.10790390168547219,0.13328241422685486
30,AditiShankardass_2009I,401.32,219.15654912611296,36.47840078726517,9.1268425615708,0.016360135264188863,7.516173718573179e-05,0.007242652275604964,0.007803465716799216,0.021727956826814984,0.10767808532539049,1.057787825991076,0.04761828184430486,0.06176543293942268,0.09657051801134632,0.14285484553291475
31,AdoraSvitak_2010,427.23999999999995,268.1518942093139,56.62677654783069,11.898436469597774,0.016370231994447173,6.176585659765585e-05,0.006748308957299639,0.007602554791484951,0.020244926871899018,0.0875275553492432,0.8724010721159902,0.037618823438170614,0.050523927849925834,0.08248466679804373,0.11285647031451192
32,AfraRaymond_2012X,971.4100000000007,110.97824166308524,23.133616241057336,8.755093076799533,0.0352720482313232,0.0003265253061107821,0.014292746870900246,0.0180677732497435,0.04287824061270084,0.15109009158911646,1.321027440624923,0.05794044679398036,0.08226589981360073,0.13442189806999738,0.1738213403819411
33,AimeeMullins_1998,800.8999999999996,210.40056623201826,39.4255751758069,9.395062330788084,0.019588317503251552,9.406979223930787e-05,0.009345516694623012,0.009942619968117227,0.02803655008386913,0.12447831981894726,1.1939765201737627,0.05831369961378214,0.07827976586787805,0.11747892599096948,0.1749410988413465
34,AimeeMullins_2009U,414.30000000000007,214.52292881501333,43.37087410099823,12.236989646905498,0.01954706293932211,9.201224121970983e-05,0.008207863924695321,0.009422745247499503,0.024623591774086073,0.1093442671417867,1.067658780623921,0.04145626185953485,0.060039696384829325,0.10879730072993057,0.12436878557860466
35,AjitNarayanan_2013,807.04,204.21713984680267,60.50524114915286,10.991037926784857,0.026385402390770942,0.0001321440217816848,0.010441721246584854,0.012732696736586543,0.03132516373975468,0.1254345535790466,1.1870705874296599,0.050601018876930436,0.07240614216847213,0.12691190512849754,0.1518030566307914
36,AlGore_2006,783.2999999999996,141.41459776425683,36.262554918763485,8.57726922507473,0.0269250319617286,0.0001971087629947277,0.010958903442301783,0.012993500327574705,0.03287671032690545,0.1065310835726044,1.027394805783258,0.04741921218288957,0.06500410762737673,0.10369408764660945,0.14225763654866877
37,AlGore_2008,1315.1200000000015,147.5132907034307,35.01123640035849,9.33684823921624,0.02630246455710301,0.00018521194060261412,0.01042710189462308,0.012476030734904315,0.031281305683869345,0.10651680574070545,1.0354175211184975,0.046279431458632087,0.06390575318463607,0.1055376309968408,0.13883829437589634
38,AlGore_2016,1343.8300000000008,165.2024728655838,31.44174575035657,9.528961287485341,0.020091654021719238,0.00012442230340416533,0.007889636088552626,0.009415050128076558,0.023668908265657974,0.10261746332612058,1.0112128735476282,0.04313293674940617,0.05866516383762268,0.09722588851603903,0.12939881024821856
39,AlSeckel_2004,473.6300000000002,156.69530208668374,36.52346840672942,10.609717027031508,0.02590134645481018,0.00017211097925337205,0.010475405101694407,0.012552238715685777,0.03142621530508333,0.10592406014483917,1.0396739696577015,0.04515294282794738,0.06502515221880445,0.1092205636914576,0.13545882848384222
40,AlVernacchio_2012,467.89000000000016,174.28398915012596,45.58248815908581,11.779231719425727,0.023799720480710048,0.0001402985015345802,0.008894135017076588,0.010423453041108383,0.026682405051229874,0.1151131774910488,1.0792120145633706,0.04739012878300489,0.06593422560179361,0.10891000565956932,0.14217038634901477
41,AlaaMurabit_2015W,639.2200000000005,225.451142969563,51.28828821383233,10.548549816310041,0.02190633669811734,9.917715064090267e-05,0.009541130808977017,0.010660353062483965,0.028623392426931175,0.09377139466803588,0.9605686194891272,0.04042682614775904,0.0557987106435048,0.08887393631073474,0.12128047844327716
42,AlaindeBotton_2009G,876.4300000000009,157.40456296108135,43.14401169365116,9.094589410322513,0.030059658533873664,0.00019338666943828089,0.011229653007342867,0.013461043814596485,0.03368895902202871,0.11706702068593043,1.1051624122405996,0.04932523889965481,0.06799774737542934,0.10972421586275206,0.14797571669896445
43,AlaindeBotton_2011G,1030.1200000000001,135.62491965786077,39.8088909780984,7.698013678467474,0.029618801708029566,0.0002204792615391171,0.01205070279889319,0.014639839243081813,0.03615210839667967,0.1337866473277486,1.2428271826312962,0.05923471193998846,0.0829285580526451,0.13196700083759685,0.1777041358199655
44,AlanEustace_2015,673.9099999999997,158.14624764805882,29.68748597108388,10.333862432190283,0.022074490831163206,0.00014178854670732468,0.009404473131551837,0.011327225507126242,0.028213419394655603,0.10211499256162494,1.0293831911530615,0.04500445520480436,0.06200384600460294,0.09838941038913611,0.1350133656144132
45,AlanKay_2007,973.9799999999998,154.64720320016244,24.42077338376335,9.8119762239085,0.020978539216095108,0.00013691955278595053,0.009180749241228607,0.011123548086149812,0.027542247723685905,0.11402886886947605,1.0963441227963688,0.05098284337937252,0.07221702745184574,0.11346505642362958,0.1529485301381176
46,AlanRussell_2006,1020.2600000000001,126.48810199824057,28.550659688965528,9.339049123460805,0.025865042055976215,0.00020754453387973306,0.010652419359377222,0.013222891403105235,0.031957258078131774,0.11608225903412923,1.1027591145025848,0.05114100108841257,0.07149461667171979,0.11458856919984926,0.15342300326523786
47,AlanSiegel_2010,219.70000000000007,115.55638414494635,16.939160498215657,11.710513059405214,0.02627623915546919,0.00022953211340193849,0.010712048835435766,0.01405609831003092,0.03213614650630737,0.09702657133710621,0.9846089390181693,0.04096037812628947,0.058589705364968304,0.09907893770910935,0.12288113437886852
48,AlanSmith_2016X,716.0299999999997,149.37580290404054,37.54619617487882,10.221159953734189,0.026999280718441616,0.00018317934604838762,0.010621404270453228,0.01298964133630763,0.031864212811359774,0.11929198072938431,1.1479419783973144,0.04801351940161865,0.06980781749443597,0.11877425176004777,0.14404055820485612
49,AlannaShaikh_2012G,323.0199999999999,175.7693338647562,36.02784429218913,9.952160766979354,0.02527611432759007,0.00014578652450223926,0.010719078264208655,0.012249007303055675,0.03215723479262606,0.09198611589901008,0.9207675944699283,0.03866373357338472,0.052663531050527214,0.08468986121521518,0.11599120072015426
50,AlastairParvin_2013,680.6300000000002,135.74322139599465,32.42700814846577,9.832922689591193,0.024672609159092574,0.00018456641086351996,0.008623652620347649,0.010983675567288968,0.02587095786104306,0.11503006035455388,1.0862693488812243,0.04475369410119649,0.06365615960059082,0.11573581115548971,0.13426108230358957
51,AlbertoCairo_2011X,868.869999999999,171.15718525510303,34.10905594545443,10.206746858329,0.028019829237707274,0.0001671963174450274,0.012429183685956616,0.013612508661810106,0.03728755105786995,0.09818155591834436,0.9868811854551442,0.0411330437102953,0.055328006186881024,0.09165020634536737,0.12339913113088602
52,AlecSoth_2015,523.3300000000003,169.49002735959732,39.76873383531618,10.031608191533678,0.024902168686005734,0.00015612133995466477,0.01122223158842139,0.01301888895363304,0.033666694765264245,0.1158588817807104,1.156833630998752,0.05050043017037568,0.07038014222412209,0.11433695205040571,0.15150129051112704
53,AlejandroAlvarado_2016X,710.9699999999999,194.21610289201237,40.8088849469466,12.737055194562203,0.022786251003891554,0.00011856588128696197,0.009149031208216736,0.010481118344602752,0.027447093624650303,0.09576051529509831,0.9799305230194661,0.03770670108055401,0.05220702103968221,0.08962375774901067,0.11312010324166216
54,AlejandroAravena_2014G,800.6200000000001,186.05977725503433,42.275704010091395,11.039361064324984,0.02770124591576572,0.00015107153704064892,0.01189856263527994,0.014377827646532292,0.035695687905839914,0.09045883348431005,0.9686121290079185,0.040900078433306675,0.056523917781724484,0.08739455316914942,0.12270023529992012
55,AlessandraOrofino_2014G,828.7299999999997,291.9731989970583,55.63680576432687,15.855411704013745,0.017860733310077703,6.189373989233009e-05,0.008035111578213279,0.009113371196301328,0.024105334734639956,0.07129081873258998,0.7738937627027093,0.030348296838286305,0.04118895683961828,0.06645608350736165,0.09104489051485894
56,AlessandroAcquisti_2013G,806.7200000000001,136.0547115708755,34.97370000917949,10.229423260163433,0.027290672458485734,0.0002027178780883946,0.00872829934544193,0.011464410129342685,0.026184898036325885,0.10761606980183576,1.0106679360650086,0.043045221607843354,0.060363356510767276,0.10334870237471465,0.12913566482353014
57,AlexKipman_2016,961.0200000000001,162.1911152755173,47.770674049456986,8.136484404100052,0.027435647119784128,0.00017286071242007833,0.011817157150833497,0.014083982456091602,0.03545147145250056,0.11957900131623483,1.1744811391611911,0.05314412281692014,0.07317729030516068,0.1194749152875316,0.15943236845076053
58,AlexLaskey_2013,443.7100000000001,154.94364623714097,35.473788593126294,9.293774159877046,0.021501572496289156,0.0001399755104506692,0.008482352816806238,0.010513937966769998,0.025447058450418815,0.10936441504783163,1.0527195710074282,0.04454411186096,0.0640172686380769,0.11340282653147667,0.13363233558288015
59,AlexSteffen_2005G,961.2700000000004,127.30260049091775,27.773768717189803,9.11959267336597,0.02602311012221844,0.0002067225181055197,0.009132401013437234,0.012357817520192016,0.0273972030403118,0.12060145926001274,1.1299006650818382,0.04883611753855615,0.06956921721440565,0.11611043291478769,0.14650835261566855
60,AlexSteffen_2011G,556.5400000000004,148.32860099267324,41.60972294901876,10.803107551221478,0.027965639661100068,0.00019048776242454847,0.009201577674291738,0.012393778947219478,0.02760473302287531,0.09885974509862519,0.9520311960111056,0.04091029627495487,0.05654253249300259,0.0922281969929465,0.1227308888248646
61,AlexTabarrok_2009,754.82,162.3891653560603,34.133265626975174,12.556981323555044,0.022724630834135878,0.00014200141878167435,0.00954167294637871,0.011619635991800716,0.028625018839136238,0.09414201059196245,0.9492917604868187,0.03957911000610577,0.056793397455117314,0.09474866631678287,0.11873733001831738
62,AlexWissnerGross_2013X,632.9000000000002,135.6469052390143,33.763828186961646,9.134840097133413,0.02833682100627066,0.0002129246822594736,0.009868958670379452,0.012810370965885848,0.029606876011138466,0.12135997330500255,1.1189062807507895,0.05050260936136116,0.06948673901318168,0.11468137705110766,0.15150782808408358
63,AlexaMeade_2013G,379.43999999999994,212.3482186761172,45.83937882416847,12.034124755234101,0.019988241716450188,9.503467656300992e-05,0.008623293501209418,0.009049993583062205,0.02586988050362835,0.10767516716115101,1.018883917161134,0.04429735594493654,0.05971965719447258,0.0986165227202946,0.13289206783480972
64,AlexanderBetts_2016,1039.0200000000007,166.6078532307997,45.019873655489576,9.070050433304978,0.026019696309408476,0.00015782179379569375,0.010017206394116794,0.012082315767409462,0.030051619182350497,0.12085965961332329,1.1577554038528186,0.05026636186845354,0.07154573305410938,0.11932302496706008,0.1507990856053606
65,AlexanderBetts_2016T,911.8100000000005,154.34521885188153,42.6392828856625,9.268763209906574,0.027038116264643322,0.00017686014956760088,0.010560357897665388,0.013180363862564517,0.03168107369299628,0.11746514520340906,1.1258552552372418,0.048512103998276726,0.06953186070699535,0.11498648438846874,0.1455363119948303
66,AlexanderTsiaras_2010P,516.8299999999999,124.026130862876,42.263238217313386,6.654881085575838,0.02703599683722259,0.0002199162587423294,0.012942743274584438,0.015936562762458657,0.03882822982375342,0.1526720567514024,1.3745233935380547,0.07207954257271164,0.09336800258445056,0.1397696932634579,0.21623862771813498
67,AlexisOhanian_2009I,217.29999999999995,129.32471592238107,28.68200020375517,7.4018324242314035,0.025155112272111174,0.00019549209270240184,0.009551218434483867,0.011955487396545917,0.02865365530345173,0.14193641019900094,1.3059970601486088,0.05836354654426971,0.08287613264829549,0.14532601662764605,0.17509063963280924
68,AliCarrChellman_2010X,713.2900000000003,253.12187794638876,51.49275695327749,14.620000197217651,0.019986429776326423,8.029126209169739e-05,0.008466495860316751,0.009025622750720528,0.025399487580950363,0.07712083225097319,0.7648754369856549,0.033686902759809075,0.04354820330838072,0.0663340461472321,0.10106070827942736
69,AliceBowsLarkin_2015G,805.0799999999998,258.7487550651718,50.04337032085946,12.90988567036146,0.021235841853185004,8.354639932330052e-05,0.008878545477901692,0.01041049099944388,0.026635636433705177,0.08784902313315,0.9149007588618173,0.036406572887305776,0.05115644736843851,0.08421503580045613,0.10921971866191742
70,AliceDreger_2011X,1059.2,253.83726009135967,61.11551914213857,11.918205573210995,0.02473506336383829,9.83267173818643e-05,0.011395292218520947,0.01349263150069028,0.03418587665556291,0.12429960063653453,1.1926503551505798,0.055942126143978026,0.08037977491753567,0.12570731842429061,0.16782637843193426
71,AliceGoffman_2015,862.5400000000002,240.41906493160616,43.67204641199489,12.011440203973617,0.022757335478641463,9.540753124533244e-05,0.009739728493728958,0.011686530226374362,0.029219185481186953,0.1052621141703184,1.0432090665894802,0.04387084853010233,0.06172018500101975,0.10181101919181185,0.13161254559030705
72,AliceRawsthorn_2016,657.0400000000001,200.51270126833444,44.7584320879035,12.066932701766483,0.02036294814426032,0.00010219349271384238,0.008561258930559415,0.010347552321677242,0.02568377679167837,0.09567332840263425,0.9599981801257995,0.0413981175695377,0.056737833773116295,0.08902790732234313,0.12419435270861326
73,AliciaGarzaandPatrisseCullorsandOpalTometi_2016W,861.2600000000004,191.71692141440144,42.9294814663705,11.195834710730153,0.023792408076310067,0.00012732689653152147,0.010238248629911509,0.011586958037654926,0.03071474588973462,0.0993098548264978,0.9737923917366961,0.040556632853890155,0.0553550065735269,0.08991968342998984,0.12166989856167054
74,AlisaMiller_2008,179.9,262.7626432678266,54.24918458676739,12.266803102153828,0.017825357487490937,6.891308117802494e-05,0.008025733847851593,0.008900670809069885,0.02407720154355487,0.07990859799344081,0.8271325580717547,0.0349226015307969,0.04719020419978632,0.0727551391986999,0.10476780459239078
75,AlisonGopnik_2011G,909.8499999999996,255.54484569318942,68.82719104831631,10.440258400183524,0.02503533297734461,9.904356049165979e-05,0.011294521225057448,0.012654932545870636,0.03388356367517246,0.1121852551339336,1.1179909253635356,0.05111551412017296,0.06998160909145967,0.10789225955972101,0.15334654236051898
76,AlisonJackson_2005G,882.11,172.48683899834066,34.12964469687055,9.297548794615349,0.027991172523999554,0.00016489705047076207,0.013244204018452487,0.015213535750675545,0.03973261205535757,0.10627980742325972,1.075324255419927,0.04821748951256809,0.06840988681478442,0.10444518011096808,0.14465246853770444
77,AlisonKilling_2014U,256.56000000000006,230.15006017081586,41.952742102522876,11.141993662296512,0.022833713513662736,0.00010011209011657156,0.00977497895104006,0.011347133910340899,0.029324936853120268,0.10121918657829203,1.007513378631859,0.04077193440331765,0.05716635634667737,0.09484095922253902,0.12231580320995306
78,AlisonKilling_2014X,486.1200000000001,243.008459497987,53.224777679569904,10.672404411872186,0.018596399904818043,7.708789611121885e-05,0.007482504613101329,0.008686681649296991,0.022447513839304076,0.10752023246382547,1.036800559366563,0.04249728868577626,0.05989232845176701,0.10228329223329427,0.12749186605732887
79,AlixGenerous_2015W,453.67999999999944,198.39272901865942,46.30027617721068,11.60222672613648,0.022315694750075915,0.00011376953919562494,0.010648315271120888,0.011754543960896726,0.03194494581336276,0.09868589180946742,1.027196642302133,0.042530687154604015,0.058311943119977006,0.09608961200063193,0.12759206146381216
80,AllanAdams_2014,256.10999999999996,196.06802949757298,49.27261677531392,11.505559206874706,0.02546080111324144,0.0001323863659961678,0.0098749742486579,0.011630167834980061,0.029624922745973774,0.12047474359789838,1.1344509875035027,0.04866208700392142,0.06879698105518503,0.11769208336131269,0.14598626101176435
81,AllanAdams_2016,565.8800000000001,173.5275447713331,50.807686671292956,8.480498269686706,0.029366596326172275,0.00017394562367277396,0.012329334822526631,0.014682880520046192,0.036988004467579993,0.12514463355088853,1.1956257956347554,0.05489372380053529,0.07552372723942614,0.12214101544486947,0.16468117140160587
82,AllanJones_2011G,845.4699999999999,131.55262407105795,35.226644600003205,8.062878882300357,0.02830692960737397,0.0002164219961322631,0.012219278053852013,0.014711351153352295,0.036657834161556165,0.11845169680627213,1.1354931382886757,0.051878289939829215,0.0736047548481514,0.11936485877829518,0.1556348698194877
83,AllanSavory_2013,1212.03,123.73108971632728,41.117896755562,11.776482154452438,0.024942712432563744,0.00020325256665981235,0.008736700757421742,0.010522897887485758,0.026210102272265334,0.1020007429890501,0.9989739958899193,0.041285379162089846,0.056561576222528616,0.09872958175512798,0.12385613748626977
84,AllisonHunt_2007,201.01000000000002,208.0480283491489,53.29153291271698,10.725650267574311,0.02541120121097979,0.0001232378288975221,0.011205175202409203,0.012682410583301643,0.0336155256072277,0.10634430460788895,1.0474769418824115,0.04664488324343333,0.06215141139053776,0.09582099503802191,0.13993464973030006
85,AlwarBalasubramaniam_2009I,883.7600000000002,174.32289332842333,33.328890464323706,13.022750656895878,0.024074524141728778,0.00014096595370529416,0.00964411680981269,0.012313564936067846,0.02893235042943819,0.1119250097658377,1.092752117743162,0.04485946135181636,0.06493120804294082,0.11206604238432862,0.1345783840554491
86,AlysonMcGregor_2014X,813.7900000000002,214.91700759886686,46.49221054547662,13.697421190083924,0.020301979517412534,9.557056481368278e-05,0.008349009556129685,0.00933289842906217,0.025047028668389155,0.08697150093740082,0.8892487875489012,0.03633651183420432,0.050146495840465946,0.08308108707619814,0.10900953550261308
87,AlyssaMonks_2015X,698.2099999999998,183.25292447903345,41.80553513660873,11.099255882165911,0.020581644273135774,0.00011342041840576047,0.008986565908767322,0.009574788964525021,0.026959697726302082,0.09662976571746185,0.9639405461100559,0.0384238340858377,0.05136334997687041,0.08993503527330299,0.1152715022575131
88,AmandaBennett_2013P,777.7599999999995,217.6694350272142,49.16946040100111,13.342648794101285,0.020749529599757056,9.649622908155733e-05,0.0094054021636819,0.01044405584905703,0.028216206491045778,0.09898070501264171,1.0255669404572099,0.04184256872167303,0.0589906509542007,0.09881351549463818,0.12552770616501913
89,AmandaBurden_2014,1043.8899999999999,185.97989636500773,42.610074316238,10.952002642196778,0.024014405516393885,0.00013058904618132574,0.0109338689672735,0.011283937053236343,0.03280160690182059,0.09982746408860618,0.9626892374018042,0.043095531556719885,0.055867899191331456,0.0877988057285548,0.12928659467015974
90,AmandaPalmer_2013,698.8600000000008,173.2174895489336,31.8886084640109,12.488745558631942,0.020276386962990132,0.0001191353683871488,0.007713663685247839,0.00931362311130206,0.02314099105574364,0.10346495295031236,0.9988617624286027,0.03910179939806195,0.05575839674029446,0.09748531799882254,0.11730539819418599
91,AmberCase_2010W,433.05999999999995,239.54672931429843,51.12648293690371,10.898978205761965,0.025262963610166785,0.00010618410417739757,0.011585332476205036,0.013411407535051168,0.034755997428615217,0.11037098081104493,1.1168778386505143,0.05064933186926331,0.06992318439465571,0.1093380868614376,0.15194799560779002
92,AmeenahGuribFakim_2014G,751.3200000000003,223.55082169357067,45.440662988457994,12.941365405368284,0.023015089003038027,0.00010417927743727444,0.009722658853992936,0.011404236710330575,0.029167976561978882,0.09010752110328288,0.9339996690835953,0.03693860177682651,0.051337026883561204,0.08691477250554665,0.11081580533047952
93,AmeeraHarouda_2016,424.7499999999999,266.4043407034084,48.32179788127401,13.91221895160402,0.019371811826060407,7.383833200105811e-05,0.008722791230060707,0.010404270626320098,0.026168373690182243,0.08481856283257763,0.926150798213273,0.034708546075701924,0.04894230773884847,0.0818592382842289,0.10412563822710594
