filename,speaker,meanF0,stdevF0,hnr,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer
will_1401_vegetarianism_pro_opening,will,135.5078148,42.55102839,11.70957872,0.029045784,0.000215963,0.01086058,0.012278351,0.032581741,0.096391543,0.896019322,0.030200708,0.048067584,0.098553714,0.090602124
tim_3186_flat-tax_pro_opening,tim,167.8399777,55.4505087,8.515145879,0.024850164,0.000149273,0.010978932,0.012464536,0.032936796,0.131847017,1.21352321,0.053231748,0.074702453,0.133608219,0.159695245
will_683_windpower_pro_opening,will,149.1078826,54.72646286,12.3939567,0.026594547,0.000181007,0.008990553,0.010398597,0.02697166,0.090425241,0.842683276,0.028362701,0.044983134,0.091048616,0.085088103
tim_1322_beauty-pageants_pro_opening,tim,158.8318981,49.6119393,7.54944171,0.028303497,0.000179278,0.013657412,0.016027579,0.040972237,0.150115387,1.358894216,0.064316306,0.092637671,0.157560701,0.192948919
rachel_2110_age-of-consent_con_opening_will,rachel,255.5891963,72.8963749,17.33565101,0.01941311,7.66E-05,0.007820587,0.008002649,0.02346176,0.081163946,0.798099347,0.024222545,0.039035672,0.078614714,0.072667634
will_381_monarchy_con_opening_yaar,will,129.7320584,46.42548957,11.7738141,0.028977017,0.000225771,0.010774062,0.012563049,0.032322186,0.101769178,0.962261704,0.032753991,0.05153317,0.106228604,0.098261972
tim_3180_goal-line_con_opening_yaar,tim,178.522546,57.15281533,9.0003028,0.026217226,0.000147743,0.01181784,0.013509385,0.03545352,0.124627268,1.198263747,0.051227588,0.073311871,0.12851921,0.153682763
tim_994_hydroelectric-dams_con_opening_yaar,tim,167.5997007,71.67606271,8.296431473,0.027973047,0.000168606,0.013638831,0.015177056,0.040916493,0.153302319,1.370041081,0.065980684,0.088048823,0.14006296,0.197942052
daniel_1542_libertarian_pro_opening,daniel,145.1212175,48.97683396,11.33823466,0.022490409,0.000155857,0.009981415,0.011909389,0.029944245,0.134515102,1.245411003,0.051799163,0.079710643,0.143378117,0.155397489
tim_926_asean_pro_opening,tim,176.9076781,67.2008342,9.746436808,0.025603919,0.000146129,0.011676855,0.013345384,0.035030566,0.134924579,1.263888871,0.053896013,0.077626197,0.140294316,0.161688039
james_3191_recall-elections_pro_opening,james,128.9559785,33.51459122,6.304200337,0.027550773,0.000214853,0.011799195,0.011761252,0.035397584,0.112297626,0.996518388,0.038046192,0.054323167,0.095031777,0.114138576
rachel_221_ban-gambling_con_opening_daniel,rachel,253.1255883,66.32461233,15.40368615,0.02063577,8.20E-05,0.008512304,0.008987845,0.025536912,0.084734075,0.859815006,0.026661261,0.041070326,0.084793923,0.079983783
rachel_3192_compulsory-voting_con_opening_daniel,rachel,237.8941987,65.85925455,13.62118806,0.023006274,9.76E-05,0.009286104,0.010538507,0.027858313,0.098255885,0.957796748,0.031109022,0.049956953,0.100519812,0.093327067
rachel_1346_biofuels_pro_opening,rachel,244.3006801,72.54525917,9.742826259,0.022903696,9.54E-05,0.010170018,0.011488401,0.030510055,0.1638375,1.520437845,0.074343431,0.130105063,0.154404447,0.223030293
will_2559_nato_con_opening_james,will,146.7640582,57.33360635,12.80470189,0.027377373,0.000188816,0.010150063,0.011024062,0.03045019,0.09222027,0.867170378,0.029813194,0.047265949,0.093025303,0.089439583
james_2110_age-of-consent_pro_opening,james,136.0933339,41.72739384,6.869513458,0.02482099,0.000183849,0.009743494,0.011007581,0.029230483,0.12900978,1.18868122,0.057167777,0.066740139,0.110446015,0.171503332
yaar_1961_sex-education_pro_opening,yaar,113.9252784,42.69187546,9.875433743,0.031006596,0.000275361,0.0134226,0.015011688,0.040267801,0.12664733,1.179117843,0.053283371,0.073884666,0.120183505,0.159850112
tim_683_windpower_con_opening_hayah,tim,172.4939666,49.4461381,9.285990355,0.025779965,0.000150345,0.011535648,0.01327228,0.034606945,0.130192805,1.23370715,0.053462574,0.077977873,0.13647566,0.160387721
will_681_ip-rights_con_opening_hayah,will,157.4083861,50.03431734,10.76127671,0.027424033,0.000175897,0.010278978,0.012521775,0.030836934,0.103829435,0.927215317,0.037345708,0.059288175,0.108638619,0.112037123
will_3175_abstinence-only_pro_opening,will,142.3992921,57.09056629,12.16471035,0.031340648,0.000223046,0.011146368,0.012664844,0.033439103,0.095134743,0.912743603,0.02971495,0.046999351,0.0988907,0.089144851
james_3169_atheism_pro_opening,james,174.5632485,90.84164206,4.159352472,0.018288795,0.000108546,0.007457625,0.00847943,0.022372874,0.16378496,1.458660727,0.086191198,0.094802156,0.124397288,0.258573594
james_3192_compulsory-voting_pro_opening,james,133.0327881,42.41293621,6.517254573,0.027080291,0.000205132,0.011451966,0.012017722,0.034355897,0.116539636,1.031085797,0.038475102,0.056755814,0.112715281,0.115425307
james_2559_nato_con_opening_yaar,james,197.5141655,134.8093903,6.260830817,0.036324202,0.000205786,0.016767205,0.018290156,0.050301614,0.163901401,1.430764687,0.073498461,0.085859251,0.122940164,0.220495384
james_1243_three-strikes_con_opening_will,james,137.4634945,36.3129986,6.88446804,0.02273095,0.00016621,0.00924373,0.009997506,0.027731191,0.106049935,0.97530043,0.036713734,0.053112583,0.101569723,0.110141203
sam_1961_sex-education_con_opening_yaar,sam,306.7741796,158.522945,4.022020579,0.050349807,0.000185637,0.02530571,0.027268035,0.075917129,0.209114732,1.740760487,0.116051408,0.142798454,0.202732837,0.348154225
tim_1963_bullfighting_con_opening_will,tim,184.4832348,58.06372045,9.613172063,0.026760069,0.000145929,0.013077707,0.014157156,0.039233121,0.149921451,1.328463744,0.066091018,0.086149883,0.140099172,0.198273054
rachel_2526_double-jeopardy_con_opening_daniel,rachel,282.8622585,98.15456406,8.000126502,0.02774183,0.000102875,0.012074402,0.013007044,0.036223205,0.185153947,1.597293333,0.087312017,0.153708722,0.187128134,0.261936051
daniel_3182_universal-health-care_pro_opening,daniel,124.2591858,61.17071856,10.2189942,0.024601957,0.000201082,0.011202189,0.012603686,0.033606566,0.137194134,1.262447643,0.056887306,0.082766998,0.143764348,0.170661917
rachel_2488_un-veto_con_opening_tim,rachel,313.928274,92.10875495,8.295613745,0.026100416,8.65E-05,0.010407076,0.011552089,0.031221228,0.184666802,1.62399101,0.080911109,0.148880565,0.19849112,0.242733327
will_1187_cannabis_pro_opening,will,138.9236467,47.80437604,10.36002095,0.032253961,0.000234387,0.012520772,0.015067125,0.037562317,0.106738009,0.975134915,0.036492831,0.059403194,0.118637505,0.109478494
james_986_polygamy_con_opening_tim,james,140.8052199,45.38514954,6.707135925,0.022131036,0.000158127,0.008925004,0.01009392,0.026775012,0.117153322,1.099528727,0.04690342,0.059988552,0.106991972,0.14071026
rachel_3178_covenant-marriage_con_opening_james,rachel,245.082485,64.75803604,15.1675865,0.021993133,9.05E-05,0.009023081,0.009780803,0.027069244,0.086274857,0.863447949,0.025854868,0.039911742,0.081039641,0.077564604
yaar_221_ban-gambling_pro_opening,yaar,122.1992103,34.53786275,7.880394412,0.031946584,0.00026244,0.015787521,0.018592086,0.047362564,0.166492837,1.49910315,0.075152483,0.109536378,0.178673466,0.225457448
tim_642_partial-birth-abortions_pro_opening,tim,159.3730404,62.73533629,7.809676771,0.028649415,0.000181987,0.01384835,0.015573208,0.04154505,0.15918354,1.415145371,0.070178411,0.095376976,0.151654552,0.210535232
james_2185_unconventional-oil_con_opening_tim,james,168.9187677,95.43084394,3.900307917,0.017497344,0.000107325,0.007422652,0.008338038,0.022267957,0.165483504,1.439839539,0.089502408,0.090839498,0.116208478,0.268507223
daniel_3192_compulsory-voting_pro_opening,daniel,138.181795,42.68970586,9.583571077,0.02225258,0.000161534,0.009505193,0.011347037,0.028515578,0.123749793,1.162090436,0.047320938,0.071822516,0.131169142,0.141962813
rachel_3175_abstinence-only_con_opening_will,rachel,256.1597077,86.835383,12.55019742,0.028736267,0.000113851,0.013565375,0.012466887,0.040696124,0.142917413,1.342852694,0.063401209,0.091960295,0.155509206,0.190203627
james_2502_drinking-age_pro_opening,james,150.996811,58.6035602,5.459974964,0.018791419,0.000125513,0.007484699,0.008555265,0.022454096,0.148623035,1.342855478,0.072743748,0.084273142,0.119041661,0.218231244
james_3180_goal-line_pro_opening,james,195.708227,126.1563187,3.617165576,0.02378975,0.000133306,0.01047882,0.011296475,0.03143646,0.183251639,1.55283984,0.099105902,0.098462037,0.127068181,0.297317705
james_3182_universal-health-care_pro_opening,james,279.2917715,163.868007,5.150419938,0.041700425,0.000167747,0.020389455,0.021536406,0.061168364,0.193544383,1.615995746,0.100249976,0.115249962,0.121850429,0.300749927
james_2402_guantanamo_con_opening_tim,james,140.3465149,38.01199477,6.754020697,0.022563067,0.000161497,0.009194602,0.010071741,0.027583805,0.121063789,1.093836304,0.04649765,0.0624717,0.111016875,0.13949295
james_3183_racial-profiling_pro_opening,james,136.7122488,45.08451246,7.255744581,0.022944973,0.000169215,0.00875764,0.009088394,0.02627292,0.107086594,0.946558644,0.035223031,0.052068033,0.102749219,0.105669092
tim_3178_covenant-marriage_pro_opening,tim,177.1362513,57.07397535,8.823672128,0.025525764,0.000145179,0.011769313,0.013200939,0.03530794,0.139708617,1.282177345,0.057651686,0.078915199,0.139287073,0.172955057
tim_681_ip-rights_con_opening_james,tim,171.0608158,66.54088592,8.10050532,0.02724847,0.000160583,0.012897522,0.015026524,0.038692567,0.146907481,1.328561509,0.06294124,0.087888247,0.14044023,0.188823719
sam_3186_flat-tax_con_opening_tim,sam,204.8715148,151.0632857,4.681014261,0.028880875,0.000164244,0.011022865,0.012860771,0.033068595,0.173125234,1.570919324,0.09795144,0.099585251,0.145666859,0.29385432
will_2483_anonymous-posts_pro_opening,will,132.0521559,47.56386203,11.73833706,0.030121626,0.000230515,0.011159964,0.012542449,0.033479892,0.091022083,0.867993457,0.029081255,0.045892251,0.097959449,0.087243765
daniel_2526_double-jeopardy_pro_opening,daniel,130.0001291,38.09149341,8.821151911,0.023703264,0.000182854,0.009939251,0.011906239,0.029817752,0.125754556,1.184899582,0.047728335,0.072637071,0.136347472,0.143185004
will_2110_age-of-consent_con_opening_james,will,121.8768156,44.52188994,13.46625814,0.03591748,0.000298346,0.014966076,0.015170697,0.044898228,0.096135502,0.864063246,0.033890868,0.050721315,0.09000354,0.101672605
will_1264_human-cloning_con_opening_james,will,122.4577182,47.7925231,12.19716789,0.035164064,0.000290204,0.01380708,0.014486096,0.04142124,0.093535061,0.871335327,0.03011972,0.047168335,0.094044455,0.090359159
yaar_1250_transfat_con_opening_daniel,yaar,122.3309903,31.20736348,11.25086045,0.030914596,0.0002539,0.013717559,0.014459957,0.041152678,0.130812796,1.216441934,0.05852832,0.077665653,0.121240046,0.175584961
will_3180_goal-line_con_opening_james,will,125.8492379,48.23111354,13.0377464,0.034310114,0.000275847,0.013423772,0.013310032,0.040271317,0.091309946,0.861512536,0.029471866,0.044586726,0.083962083,0.088415598
daniel_1243_three-strikes_con_opening_yaar,daniel,133.8845377,51.61797012,8.663401288,0.024843733,0.000186727,0.010296088,0.012299202,0.030888264,0.129048015,1.201898499,0.050126858,0.073605111,0.129038961,0.150380573
will_1902_ivory-trade_pro_opening,will,141.9397579,49.70595242,11.88934504,0.029325713,0.000208487,0.011051723,0.012279054,0.033155169,0.093321971,0.883259879,0.029866022,0.046875238,0.098674405,0.089598067
james_2486_electoral-college_pro_opening,james,137.7185064,41.63094278,6.007281166,0.024054665,0.00017583,0.009387816,0.010456322,0.028163447,0.112964122,0.998303082,0.0387936,0.057626149,0.106048552,0.116380801
yaar_381_monarchy_pro_opening,yaar,127.6011469,39.02214732,7.551982576,0.027699323,0.000218,0.012422842,0.014302364,0.037268525,0.148315708,1.341737278,0.067528877,0.094499015,0.153103856,0.20258663
sam_3163_asylum_pro_opening,sam,114.5382551,39.84875908,11.27696115,0.02893576,0.000254731,0.01075631,0.013367884,0.032268929,0.114058547,1.077690836,0.043448146,0.065859114,0.115643581,0.130344438
yaar_3168_year-round-school_con_opening_tim,yaar,127.4534772,43.95080166,10.18457034,0.028445977,0.000224837,0.012269102,0.013968211,0.036807305,0.136441282,1.249234021,0.059079986,0.084885512,0.135540281,0.177239959
yaar_3180_goal-line_pro_opening,yaar,120.2467773,51.79183062,10.00590869,0.032658611,0.000276673,0.014802653,0.014809206,0.044407958,0.144283161,1.306864312,0.071823291,0.082312001,0.116081178,0.215469872
rachel_3168_year-round-school_con_opening_james,rachel,247.6546152,67.54150655,16.15644825,0.020946279,8.54E-05,0.008478351,0.009388316,0.025435052,0.082744869,0.830956664,0.025461204,0.040404471,0.084900988,0.076383611
will_1542_libertarian_con_opening_daniel,will,137.9151416,51.06117889,11.96551187,0.031047546,0.000227471,0.01137789,0.01323545,0.03413367,0.098838177,0.894760439,0.034057462,0.053856379,0.10215186,0.102172386
tim_2185_unconventional-oil_con_opening_daniel,tim,163.9687561,66.80118884,7.233994934,0.028649321,0.00017644,0.014125331,0.015990659,0.042375994,0.163869079,1.457835523,0.074317202,0.101608587,0.167911318,0.222951607
will_2481_fraternities_pro_opening,will,136.8684317,55.57948255,12.75604863,0.035002012,0.000259972,0.013004548,0.014533142,0.039013645,0.098409276,0.925013351,0.032369284,0.049811754,0.095589422,0.097107853
james_1103_anti-social_pro_opening,james,129.3646794,43.12534938,6.410733067,0.027723361,0.000216189,0.011120397,0.01227224,0.03336119,0.122106624,1.068069506,0.041168054,0.059494124,0.116174355,0.123504163
sam_1187_cannabis_con_opening_will,sam,207.9816473,147.941111,4.592112736,0.027213442,0.000146839,0.012094548,0.012333971,0.036283645,0.173678675,1.591085485,0.095661575,0.099576841,0.155991404,0.286984726
james_642_partial-birth-abortions_pro_opening,james,318.7896912,165.6810166,4.149191826,0.055645992,0.000196921,0.028725819,0.031631516,0.086177456,0.220732867,1.794123565,0.118347828,0.135488675,0.098315628,0.355043485
james_994_hydroelectric-dams_pro_opening,james,185.6241596,120.056489,3.610057711,0.022336317,0.00013186,0.009677034,0.011375285,0.029031103,0.172165878,1.488161793,0.092566522,0.095504099,0.129172537,0.277699567
james_881_holocaust-denial_con_opening_tim,james,223.0333036,139.2635622,3.766806115,0.03014999,0.000146119,0.014254807,0.014617422,0.042764422,0.192578406,1.579368931,0.105630828,0.12309877,0.143765627,0.316892483
james_121_ban-boxing_con_opening_rachel,james,135.8142804,36.19319772,6.142521148,0.022192935,0.000164283,0.009118512,0.010005183,0.027355536,0.121222646,1.12764244,0.050238278,0.061201923,0.110951022,0.150714835
yaar_926_asean_pro_opening,yaar,115.4514876,28.19063701,12.2874579,0.02702397,0.000234767,0.011223109,0.012199786,0.033669326,0.106582833,1.023592064,0.041101482,0.057399705,0.100702604,0.123304447
daniel_2502_drinking-age_pro_opening,daniel,140.0751264,44.22977305,9.384445213,0.025237532,0.000180931,0.010813937,0.013019732,0.03244181,0.130803842,1.222165292,0.050094444,0.07647182,0.137692622,0.150283331
tim_2402_guantanamo_pro_opening,tim,149.2175202,46.16099459,8.003750642,0.026068962,0.000175568,0.012523149,0.014087725,0.037569448,0.14825834,1.345153209,0.06659235,0.09089642,0.140922305,0.19977705
rachel_2526_double-jeopardy_pro_opening,rachel,251.5090929,68.06882291,16.43699604,0.021358145,8.55E-05,0.008965898,0.009168391,0.026897695,0.083691896,0.829149647,0.026794484,0.039181297,0.078619129,0.080383451
will_1103_anti-social_con_opening_james,will,135.556857,51.59686516,12.15770587,0.031395112,0.000234564,0.012214167,0.012545899,0.036642501,0.094776675,0.894120584,0.03095884,0.047083441,0.098433506,0.092876521
james_381_monarchy_pro_opening,james,130.3409262,30.52994919,6.698033045,0.024774154,0.00019074,0.010452961,0.01199517,0.031358883,0.117352298,1.059344833,0.037953828,0.058090041,0.109193267,0.113861483
rachel_3581_cheerleading_pro_opening,rachel,216.0045309,59.97379739,16.32995527,0.020669167,9.67E-05,0.007815181,0.008875971,0.023445543,0.082262334,0.796107072,0.026051664,0.040198976,0.080438187,0.078154992
will_3169_atheism_con_opening_james,will,175.0649262,65.4050834,13.26510706,0.023943887,0.000138204,0.008247861,0.009815039,0.024743584,0.091062001,0.86508881,0.027468717,0.04436159,0.092022402,0.08240615
daniel_3191_recall-elections_con_opening_tim,daniel,137.6802882,40.23655819,9.961080446,0.020375665,0.000148628,0.008932453,0.010428415,0.02679736,0.124104211,1.177366206,0.047689855,0.072649285,0.134102918,0.143069566
yaar_1902_ivory-trade_pro_opening,yaar,115.0890508,27.54467912,12.19554523,0.034103879,0.000296905,0.014769274,0.016592377,0.044307823,0.116961357,1.100857592,0.046842066,0.067622926,0.115605082,0.140526198
tim_1103_anti-social_pro_opening,tim,157.6632854,61.47713765,9.551957292,0.02835458,0.0001822,0.013561866,0.014922402,0.040685599,0.14466753,1.307863122,0.061137072,0.084921127,0.144646349,0.183411215
daniel_2402_guantanamo_pro_opening,daniel,121.1363867,56.51631545,10.47578432,0.021971904,0.000183706,0.009346695,0.01071431,0.028040085,0.136198643,1.237174045,0.057379422,0.079129754,0.134680463,0.172138265
yaar_1103_anti-social_con_opening_tim,yaar,125.6728478,47.53892873,7.897619451,0.026906786,0.000216715,0.011831531,0.013753172,0.035494593,0.13891919,1.267220416,0.062566038,0.085531384,0.131225517,0.187698115
tim_3175_abstinence-only_con_opening_james,tim,164.8267238,53.17318989,6.965821249,0.028815205,0.000175767,0.013815003,0.016132181,0.04144501,0.152750051,1.373481356,0.067162136,0.094340724,0.160405538,0.201486409
will_1187_cannabis_con_opening_daniel,will,144.6360726,51.87025783,10.4366695,0.032556738,0.000227302,0.012772133,0.014465186,0.0383164,0.101572483,0.929582823,0.036330028,0.058009192,0.10992965,0.108990084
james_81_physical-education_con_opening_will,james,139.0302811,40.66556954,6.409390484,0.02369446,0.000171387,0.009328621,0.009929344,0.027985864,0.114164569,1.01175426,0.038037445,0.055446002,0.100428464,0.114112335
daniel_221_ban-gambling_con_opening_yaar,daniel,135.0509637,45.10617774,9.69673329,0.024472263,0.000181993,0.010742145,0.012477666,0.032226434,0.122644358,1.154395345,0.047430965,0.071521758,0.126876447,0.142292895
will_1661_school-uniforms_con_opening_james,will,129.9197997,48.14402563,13.65809921,0.03178659,0.000247419,0.01272146,0.012604131,0.038164381,0.090609481,0.854008718,0.029367278,0.04415626,0.092145098,0.088101833
rachel_3163_asylum_con_opening_sam,rachel,238.2022024,67.7891425,13.64208824,0.022965044,9.72E-05,0.009313791,0.010480868,0.027941373,0.090351387,0.902995895,0.028538279,0.04504775,0.090417504,0.085614836
will_3182_universal-health-care_con_opening_james,will,150.7401284,52.96150521,12.996224,0.030737266,0.000206619,0.011209086,0.011640015,0.033627258,0.092993938,0.856216994,0.029660094,0.046100324,0.094652416,0.088980282
will_642_partial-birth-abortions_con_opening_tim,will,138.0023212,50.84366186,12.18054969,0.029198272,0.000214336,0.010298596,0.011997592,0.030895789,0.100001743,0.95172241,0.031274575,0.05051624,0.109096789,0.093823726
rachel_1250_transfat_con_opening_yaar,rachel,246.9322889,63.13093843,15.68798883,0.020736594,8.45E-05,0.008602596,0.009541528,0.025807788,0.08990941,0.917498381,0.029647346,0.048211494,0.085660277,0.088942038
james_1346_biofuels_con_opening_rachel,james,128.544914,31.35641317,6.480492975,0.026600691,0.000207949,0.011405325,0.011336044,0.034215975,0.109698728,0.958568808,0.038173149,0.054106034,0.099590435,0.114519448
daniel_2185_unconventional-oil_pro_opening,daniel,111.1462092,44.62052157,8.688523502,0.024536965,0.000222305,0.010392315,0.012722142,0.031176944,0.128461272,1.191459604,0.049772435,0.075040694,0.138460275,0.149317305
daniel_1250_transfat_pro_opening,daniel,152.7974294,50.74320759,9.275177747,0.025137963,0.00016514,0.010723075,0.012928315,0.032169224,0.130500385,1.209164016,0.052373011,0.077707012,0.135584399,0.157119034
james_3184_internet-censorship_pro_opening,james,167.8437133,98.67452239,3.562641643,0.019971338,0.000125004,0.008462341,0.009604051,0.025387023,0.167798951,1.466542306,0.088374681,0.092152941,0.128482405,0.265124042
tim_2488_un-veto_pro_opening,tim,159.72058,49.93612571,8.088820364,0.022306043,0.000140566,0.009836845,0.011580912,0.029510535,0.13365932,1.223644695,0.054107691,0.076202504,0.136612346,0.162323072
rachel_2481_fraternities_con_opening_will,rachel,241.9968926,70.19552368,14.20499742,0.02420652,0.000100954,0.009925875,0.010697904,0.029777625,0.09206771,0.930584167,0.030918837,0.048247595,0.089432657,0.09275651
daniel_3184_internet-censorship_pro_opening,daniel,125.823481,53.65484836,10.74232375,0.023075897,0.000184975,0.010090259,0.011707364,0.030270776,0.136617931,1.241928522,0.054479414,0.081711952,0.14486032,0.163438242
will_3181_same-sex-marriage_pro_opening,will,153.8094926,56.40232513,9.879087914,0.030708032,0.000201475,0.011955317,0.014419686,0.035865951,0.106212909,0.963051926,0.038376209,0.059874067,0.111085005,0.115128628
rachel_3581_cheerleading_con_opening_james,rachel,238.3673162,60.47283463,16.60911389,0.020822004,8.80E-05,0.008516067,0.009278132,0.0255482,0.080413945,0.81754692,0.024807745,0.038926953,0.081025503,0.074423236
tim_881_holocaust-denial_pro_opening,tim,162.4739677,56.53089406,9.009557845,0.026218133,0.000162449,0.011866462,0.013520049,0.035599385,0.139724755,1.273456785,0.058125242,0.0814563,0.137188909,0.174375726
tim_2185_unconventional-oil_pro_opening,tim,157.7124676,57.07154532,7.967596709,0.02635988,0.000168564,0.012887267,0.014594616,0.0386618,0.15329176,1.380938371,0.067727333,0.093771679,0.148116905,0.203182
sam_1346_biofuels_con_opening_daniel,sam,184.1692562,120.9826132,4.883508988,0.02625123,0.000152264,0.01127454,0.012697732,0.033823619,0.176463177,1.540206973,0.096438064,0.107158378,0.142740363,0.289314191
james_2488_un-veto_pro_opening,james,131.7140116,33.4168674,7.369342862,0.023724569,0.00018101,0.009060211,0.009920487,0.027180634,0.107770771,0.936699429,0.034418674,0.053190233,0.102896162,0.103256021
